grant_id,employee_id,system_id,access_level,request_ticket,date_granted,approver_id,access_end_date
G201159,E10007,FCR,Power User,RITM100009,2020-02-03,E10752,
G201160,E10007,GL01,Read Only,RITM100010,2020-02-04,E10317,
G201161,E10384,TMS,Read Only,RITM100700,2020-02-05,E11043,
G201162,E10007,TMS,Read Only,RITM100011,2020-02-06,E10603,
G201163,E10096,GL01,Standard User,RITM100172,2020-02-10,E10885,
G201164,E10384,LSP,Read Only,RITM100701,2020-02-10,E10304,
G201165,E11142,GL01,Standard User,RITM102162,2020-02-14,E10752,
G201166,E10642,FCR,Standard User,RITM101204,2020-02-17,E10246,2025-07-29
G201167,E10642,LSP,Read Only,RITM101205,2020-02-20,E10187,2025-07-30
G201168,E10325,LSP,Power User,RITM100593,2020-02-21,E10644,
G201169,E10717,LSP,Read Only,RITM101356,2020-03-06,E11082,
G201170,E10753,FCR,Standard User,RITM101430,2020-03-11,E10197,
G201171,E10753,LSP,Standard User,RITM101431,2020-03-12,E10017,
G201172,E10824,LSP,Standard User,RITM101576,2020-03-16,E11069,2025-03-13
G201173,E10824,GL01,Read Only,RITM101577,2020-03-17,E10317,
G201174,E10135,FCR,Standard User,RITM100248,2020-03-20,E10841,2025-02-10
G201175,E10341,TMS,Standard User,RITM100622,2020-03-23,E10841,
G201176,E11162,TMS,Standard User,RITM102200,2020-03-24,E10764,
G201177,E10923,GL01,Standard User,RITM101775,2020-03-26,E10981,
G201178,E11162,LSP,Standard User,RITM102201,2020-03-26,E10773,
G201179,E10923,LSP,Standard User,RITM101774,2020-03-27,E10171,
G201180,E10077,FCR,Read Only,RITM100128,2020-03-31,E10034,
G201181,E10077,LSP,Standard User,RITM100127,2020-04-01,E10171,
G201182,E10211,FCR,Read Only,RITM100393,2020-04-08,E10357,
G201183,E10211,LSP,Standard User,RITM100392,2020-04-09,E10682,
G201184,E10653,FCR,Standard User,RITM101228,2020-04-13,E11111,
G201185,E10653,LSP,Standard User,RITM101230,2020-04-13,E10317,
G201186,E10653,GL01,Power User,RITM101229,2020-04-14,E10380,
G201187,E10184,LSP,Standard User,RITM100339,2020-04-17,E10575,2025-11-12
G201188,E10619,TMS,Power User,RITM101165,2020-04-17,E10587,
G201189,E10619,GL01,Standard User,RITM101166,2020-04-17,E10187,
G201190,E11191,FCR,Standard User,RITM102259,2020-04-17,E10575,
G201191,E10110,LSP,Power User,RITM100198,2020-04-20,E10968,
G201192,E10095,FCR,Standard User,RITM100168,2020-04-24,E10323,
G201193,E10105,LSP,Standard User,RITM100186,2020-04-24,E10380,
G201194,E10095,GL01,Power User,RITM100170,2020-04-28,E11043,
G201195,E10095,TMS,Read Only,RITM100169,2020-04-29,E10831,
G201196,E10975,GL01,Power User,RITM101869,2020-05-07,E10981,
G201197,E10925,FCR,Read Only,RITM101778,2020-05-13,E10187,
G201198,E10406,FCR,Standard User,RITM100742,2020-05-14,E10650,2025-12-24
G201199,E10925,GL01,Standard User,RITM101777,2020-05-14,E10581,
G201200,E10925,TMS,Power User,RITM101779,2020-05-14,E10966,
G201201,E10406,LSP,Standard User,RITM100743,2020-05-15,E10102,2025-12-05
G201202,E10035,LSP,Read Only,RITM100058,2020-05-18,E10966,
G201203,E10035,TMS,Standard User,RITM100059,2020-05-18,E10648,
G201204,E10788,FCR,Read Only,RITM101503,2020-05-18,E10764,
G201205,E10406,TMS,Standard User,RITM100744,2020-05-19,E10187,2025-12-03
G201206,E10704,TMS,Standard User,RITM101334,2020-05-19,E10179,
G201207,E10788,GL01,Standard User,RITM101501,2020-05-19,E10841,
G201208,E10788,LSP,Standard User,RITM101502,2020-05-19,E10044,
G201209,E11210,LSP,Power User,RITM102290,2020-05-19,E10059,
G201210,E10035,GL01,Standard User,RITM100057,2020-05-20,E10197,
G201211,E10704,GL01,Read Only,RITM101335,2020-05-20,E10575,
G201212,E10704,FCR,Read Only,RITM101336,2020-05-21,E10323,
G201213,E10058,LSP,Standard User,RITM100097,2020-05-25,E10017,
G201214,E10058,GL01,Read Only,RITM100098,2020-05-25,E10357,
G201215,E11138,FCR,Standard User,RITM102151,2020-05-29,E10867,
G201216,E10431,LSP,Standard User,RITM100797,2020-06-01,E10288,
G201217,E11138,GL01,Standard User,RITM102152,2020-06-02,E10449,
G201218,E11138,LSP,Standard User,RITM102153,2020-06-02,E10187,
G201219,E10055,TMS,Standard User,RITM100093,2020-06-04,E10380,2025-03-11
G201220,E10300,LSP,Standard User,RITM100551,2020-06-04,E11231,
G201221,E10797,FCR,Read Only,RITM101518,2020-06-04,E10348,
G201222,E11171,GL01,Power User,RITM102216,2020-06-10,E10317,2025-09-24
G201223,E11239,FCR,Standard User,RITM102348,2020-06-19,E10059,
G201224,E11239,GL01,Standard User,RITM102349,2020-06-22,E10745,
G201225,E10012,GL01,Power User,RITM100020,2020-07-01,E11032,
G201226,E11225,FCR,Standard User,RITM102317,2020-07-01,E10106,
G201227,E10976,TMS,Read Only,RITM101870,2020-07-02,E10221,
G201228,E11225,GL01,Standard User,RITM102318,2020-07-02,E10644,
G201229,E11225,TMS,Read Only,RITM102319,2020-07-02,E10179,
G201230,E11112,GL01,Read Only,RITM102108,2020-07-09,E10179,
G201231,E11037,LSP,Power User,RITM101976,2020-07-10,E10246,
G201232,E10100,LSP,Power User,RITM100178,2020-07-14,E10069,
G201233,E10100,GL01,Standard User,RITM100177,2020-07-15,E11032,
G201234,E10080,TMS,Standard User,RITM100132,2020-07-22,E11032,
G201235,E10080,GL01,Read Only,RITM100133,2020-07-23,E10575,
G201236,E10938,GL01,Read Only,RITM101803,2020-07-27,E10348,2025-07-22
G201237,E11115,GL01,Standard User,RITM102112,2020-07-27,E10200,
G201238,E11115,FCR,Standard User,RITM102113,2020-07-27,E10107,
G201239,E10938,LSP,Standard User,RITM101804,2020-07-28,E10683,
G201240,E10956,LSP,Power User,RITM101838,2020-07-29,E10934,
G201241,E11115,TMS,Read Only,RITM102114,2020-07-30,E11136,
G201242,E11039,FCR,Standard User,RITM101978,2020-08-05,E11223,
G201243,E11039,TMS,Read Only,RITM101979,2020-08-05,E11231,
G201244,E10385,LSP,Power User,RITM100702,2020-08-10,E10221,2025-07-29
G201245,E10218,GL01,Read Only,RITM100410,2020-08-12,E10885,2025-12-19
G201246,E10433,LSP,Read Only,RITM100799,2020-08-12,E10357,
G201247,E10218,FCR,Standard User,RITM100409,2020-08-13,E10179,2025-12-18
G201248,E10186,LSP,Standard User,RITM100342,2020-08-17,E10449,
G201249,E10886,GL01,Standard User,RITM101695,2020-08-17,E10171,
G201250,E11066,TMS,Standard User,RITM102024,2020-08-20,E10683,
G201251,E11066,FCR,Standard User,RITM102025,2020-08-20,E10221,
G201252,E11210,GL01,Database Administrator,RITM102697,2020-08-24,E10765,
G201253,E11158,LSP,Read Only,RITM102191,2020-09-02,E10197,
G201254,E10855,LSP,Standard User,RITM101628,2020-09-03,E11231,
G201255,E11205,GL01,Read Only,RITM102280,2020-09-03,E10682,
G201256,E10540,LSP,Read Only,RITM101012,2020-09-04,E10773,2025-04-28
G201257,E11158,GL01,Standard User,RITM102192,2020-09-04,E10114,
G201258,E11158,FCR,Read Only,RITM102193,2020-09-04,E10831,
G201259,E11205,LSP,Read Only,RITM102281,2020-09-08,E10664,
G201260,E10227,LSP,Read Only,RITM100425,2020-09-09,E10100,
G201261,E11166,GL01,Standard User,RITM102208,2020-09-17,E11231,
G201262,E10618,FCR,Standard User,RITM101161,2020-09-21,E10716,
G201263,E10618,GL01,Standard User,RITM101163,2020-09-21,E10348,
G201264,E11166,FCR,Standard User,RITM102207,2020-09-21,E10981,
G201265,E10618,TMS,Read Only,RITM101162,2020-09-22,E10683,
G201266,E10054,GL01,Standard User,RITM100092,2020-09-23,E10449,
G201267,E10168,FCR,Standard User,RITM100310,2020-09-23,E10304,
G201268,E11042,TMS,Standard User,RITM101985,2020-09-23,E10221,2025-02-25
G201269,E11042,GL01,Power User,RITM101984,2020-09-25,E11136,2025-02-18
G201270,E10542,LSP,Standard User,RITM101015,2020-09-29,E10773,
G201271,E10769,LSP,Read Only,RITM101460,2020-09-29,E11136,
G201272,E10392,GL01,Read Only,RITM100710,2020-10-05,E10542,
G201273,E10014,LSP,Standard User,RITM100025,2020-10-07,E10371,
G201274,E10400,LSP,Standard User,RITM100729,2020-10-08,E10542,
G201275,E10400,GL01,Standard User,RITM100730,2020-10-08,E10449,
G201276,E10275,TMS,Power User,RITM100507,2020-10-09,E10106,
G201277,E10275,GL01,Standard User,RITM100508,2020-10-13,E10059,
G201278,E11054,LSP,Power User,RITM102005,2020-10-13,E10221,2025-09-16
G201279,E10279,LSP,Standard User,RITM100514,2020-10-26,E10542,2025-08-28
G201280,E10809,LSP,Standard User,RITM101540,2020-10-26,E10106,
G201281,E10154,TMS,Read Only,RITM100284,2020-10-29,E10100,
G201282,E10837,GL01,Standard User,RITM101601,2020-10-30,E11223,
G201283,E10899,GL01,Power User,RITM101721,2020-11-02,E10885,
G201284,E10154,FCR,Standard User,RITM100283,2020-11-03,E10882,
G201285,E10899,TMS,Standard User,RITM101719,2020-11-03,E10867,
G201286,E10899,FCR,Standard User,RITM101720,2020-11-04,E10575,
G201287,E10149,TMS,Standard User,RITM100274,2020-11-05,E10323,
G201288,E10149,GL01,Standard User,RITM100275,2020-11-06,E10752,2025-01-16
G201289,E10158,GL01,Standard User,RITM100292,2020-11-06,E10664,
G201290,E10654,GL01,Power User,RITM101231,2020-11-09,E11223,
G201291,E10194,GL01,Standard User,RITM100359,2020-11-12,E10587,
G201292,E10654,LSP,Standard User,RITM101232,2020-11-12,E11223,2025-08-22
G201293,E10870,LSP,Power User,RITM101658,2020-11-13,E10664,
G201294,E10194,TMS,Standard User,RITM100358,2020-11-17,E10981,
G201295,E11019,GL01,Standard User,RITM101943,2020-11-17,E11082,
G201296,E11019,TMS,Power User,RITM101945,2020-11-17,E10542,
G201297,E11019,FCR,Read Only,RITM101944,2020-11-18,E10762,
G201298,E10939,GL01,Standard User,RITM101805,2020-11-19,E10587,
G201299,E10939,FCR,Read Only,RITM101806,2020-11-19,E10102,
G201300,E10993,GL01,Power User,RITM101897,2020-11-26,E10841,2025-08-29
G201301,E10993,LSP,Read Only,RITM101898,2020-11-30,E10542,
G201302,E10380,LSP,Standard User,RITM100693,2020-12-23,E10114,
G201303,E10209,GL01,Standard User,RITM100388,2020-12-28,E11136,
G201304,E10981,FCR,Power User,RITM101876,2020-12-31,E11082,
G201305,E10329,FCR,Power User,RITM100597,2021-01-01,E10867,
G201306,E10981,LSP,Standard User,RITM101875,2021-01-01,E10179,
G201307,E10854,LSP,Standard User,RITM101627,2021-01-04,E10581,
G201308,E10981,GL01,Read Only,RITM101877,2021-01-04,E11231,
G201309,E10643,LSP,Read Only,RITM101207,2021-01-06,E10122,
G201310,E10643,FCR,Standard User,RITM101208,2021-01-06,E10323,
G201311,E11116,LSP,Standard User,RITM102115,2021-01-07,E10017,
G201312,E10423,GL01,Standard User,RITM100776,2021-01-12,E10603,
G201313,E10423,LSP,Read Only,RITM100777,2021-01-13,E10664,
G201314,E10803,LSP,Read Only,RITM101528,2021-01-13,E10069,
G201315,E10226,FCR,Standard User,RITM100424,2021-01-14,E10197,
G201316,E10118,FCR,Standard User,RITM100215,2021-01-15,E10317,
G201317,E10226,TMS,Standard User,RITM100423,2021-01-15,E10114,
G201318,E10118,TMS,Standard User,RITM100214,2021-01-18,E10683,
G201319,E10635,LSP,Power User,RITM101189,2021-01-20,E10968,
G201320,E10635,FCR,Power User,RITM101190,2021-01-20,E10197,
G201321,E10527,GL01,Standard User,RITM100987,2021-01-27,E10059,
G201322,E10527,LSP,Standard User,RITM100986,2021-01-28,E10650,
G201323,E10157,LSP,Standard User,RITM100291,2021-02-01,E10197,
G201324,E11246,GL01,Power User,RITM102368,2021-02-04,E10981,
G201325,E10357,LSP,Power User,RITM100648,2021-02-15,E11003,
G201326,E10073,GL01,Standard User,RITM100123,2021-02-17,E10187,
G201327,E10073,TMS,Standard User,RITM100122,2021-02-18,E10831,
G201328,E10148,LSP,Standard User,RITM100271,2021-02-18,E10882,2025-07-21
G201329,E10148,GL01,Standard User,RITM100272,2021-02-18,E10059,2025-07-21
G201330,E10461,FCR,Administrator,RITM102507,2021-02-19,E10141,2025-07-29
G201331,E11119,LSP,Power User,RITM102120,2021-02-22,E10648,
G201332,E10088,LSP,Standard User,RITM100151,2021-02-25,E10059,2025-11-19
G201333,E11055,LSP,Read Only,RITM102006,2021-02-25,E10882,
G201334,E10088,GL01,Standard User,RITM100150,2021-03-01,E10380,2025-01-15
G201335,E11016,GL01,Power User,RITM101937,2021-03-08,E10371,
G201336,E10728,LSP,Standard User,RITM101378,2021-03-09,E10348,
G201337,E10728,FCR,Standard User,RITM101379,2021-03-09,E10069,
G201338,E11016,TMS,Standard User,RITM101938,2021-03-09,E10017,
G201339,E11012,GL01,Standard User,RITM101933,2021-03-10,E11032,
G201340,E10645,LSP,Power User,RITM101211,2021-03-12,E10179,2025-02-27
G201341,E10497,GL01,Standard User,RITM100936,2021-03-15,E10102,
G201342,E10645,GL01,Power User,RITM101212,2021-03-16,E10867,2025-02-27
G201343,E10037,GL01,Standard User,RITM100061,2021-03-17,E10044,2025-09-09
G201344,E10906,GL01,Standard User,RITM101735,2021-03-18,E10317,
G201345,E10906,TMS,Standard User,RITM101734,2021-03-19,E10304,2025-09-02
G201346,E10881,FCR,Power User,RITM101684,2021-03-22,E10449,
G201347,E10881,GL01,Power User,RITM101682,2021-03-24,E10449,
G201348,E10881,TMS,Standard User,RITM101683,2021-03-25,E10449,
G201349,E11235,GL01,Standard User,RITM102341,2021-03-25,E10644,2025-08-08
G201350,E11235,FCR,Standard User,RITM102340,2021-03-26,E10107,2025-08-06
G201351,E11235,LSP,Standard User,RITM102342,2021-03-26,E10581,2025-08-27
G201352,E10627,TMS,Standard User,RITM101178,2021-04-08,E10882,
G201353,E11197,GL01,Standard User,RITM102267,2021-04-12,E10934,2025-07-17
G201354,E10463,GL01,Standard User,RITM100861,2021-04-14,E10773,
G201355,E11197,TMS,Power User,RITM102268,2021-04-14,E10706,2025-07-17
G201356,E11197,LSP,Standard User,RITM102269,2021-04-14,E10221,2025-07-18
G201357,E10334,TMS,Administrator,RITM102464,2021-04-16,E10141,
G201358,E10463,LSP,Read Only,RITM100862,2021-04-16,E10762,
G201359,E10441,TMS,Standard User,RITM100813,2021-04-19,E10885,
G201360,E10441,LSP,Read Only,RITM100814,2021-04-19,E11111,
G201361,E10441,GL01,Standard User,RITM100815,2021-04-19,E10221,
G201362,E10053,GL01,Standard User,RITM100089,2021-04-20,E10017,
G201363,E10053,LSP,Standard User,RITM100090,2021-04-20,E10603,
G201364,E10242,GL01,Standard User,RITM100454,2021-04-20,E10034,
G201365,E10370,LSP,Standard User,RITM100675,2021-04-22,E10197,
G201366,E10242,LSP,Read Only,RITM100455,2021-04-23,E10059,
G201367,E10195,TMS,Read Only,RITM100361,2021-04-29,E10706,
G201368,E10195,FCR,Read Only,RITM100360,2021-05-04,E10791,
G201369,E11080,LSP,Power User,RITM102052,2021-05-06,E10542,
G201370,E11080,GL01,Standard User,RITM102053,2021-05-07,E11003,
G201371,E10600,TMS,Superuser,RITM102536,2021-05-12,E11086,
G201372,E10815,GL01,Read Only,RITM101554,2021-05-12,E11016,
G201373,E10815,TMS,Power User,RITM101555,2021-05-12,E10146,
G201374,E10581,LSP,Read Only,RITM101090,2021-05-14,E11003,
G201375,E10699,LSP,Read Only,RITM101328,2021-05-17,E10716,2025-06-25
G201376,E10180,TMS,Standard User,RITM100332,2021-05-18,E10542,
G201377,E10180,GL01,Standard User,RITM100333,2021-05-18,E10069,
G201378,E10011,LSP,Read Only,RITM100018,2021-05-19,E10885,
G201379,E10180,FCR,Standard User,RITM100334,2021-05-19,E10867,
G201380,E10025,LSP,Read Only,RITM100040,2021-05-28,E11069,
G201381,E10890,TMS,Standard User,RITM101702,2021-05-31,E11223,
G201382,E10890,GL01,Standard User,RITM101703,2021-06-01,E10146,2025-02-19
G201383,E10890,FCR,Standard User,RITM101701,2021-06-02,E10289,
G201384,E10112,LSP,Read Only,RITM100202,2021-06-04,E10542,
G201385,E10112,GL01,Standard User,RITM100201,2021-06-07,E10716,
G201386,E10206,LSP,Standard User,RITM100381,2021-06-07,E10100,
G201387,E11223,GL01,Standard User,RITM102313,2021-06-08,E11138,
G201388,E11180,GL01,Standard User,RITM102235,2021-06-10,E10841,
G201389,E11180,LSP,Standard User,RITM102236,2021-06-10,E10981,2025-08-12
G201390,E11060,LSP,Power User,RITM102014,2021-06-15,E10323,2025-01-31
G201391,E10258,FCR,Standard User,RITM100479,2021-06-22,E10706,
G201392,E10684,LSP,Standard User,RITM101297,2021-06-23,E10791,2025-10-22
G201393,E10532,LSP,Standard User,RITM100996,2021-07-01,E10752,
G201394,E10138,GL01,Read Only,RITM100251,2021-07-06,E10288,
G201395,E10537,TMS,Standard User,RITM101003,2021-07-08,E10934,
G201396,E10537,LSP,Power User,RITM101005,2021-07-08,E10059,
G201397,E10537,GL01,Power User,RITM101004,2021-07-09,E10682,
G201398,E10114,LSP,Standard User,RITM100208,2021-07-13,E10682,
G201399,E11107,LSP,Standard User,RITM102101,2021-07-16,E11003,
G201400,E10191,LSP,Standard User,RITM100351,2021-07-19,E10664,2025-08-06
G201401,E11107,TMS,Read Only,RITM102100,2021-07-19,E10882,
G201402,E10816,LSP,Power User,RITM101557,2021-07-20,E10706,
G201403,E10816,GL01,Standard User,RITM101558,2021-07-21,E11082,
G201404,E11050,LSP,Standard User,RITM101999,2021-08-02,E10587,
G201405,E10004,LSP,Standard User,RITM100006,2021-08-04,E10059,
G201406,E10051,TMS,Standard User,RITM100086,2021-08-04,E10083,
G201407,E10051,GL01,Read Only,RITM100085,2021-08-05,E10304,
G201408,E10051,FCR,Read Only,RITM100087,2021-08-09,E10587,
G201409,E10418,GL01,Standard User,RITM100765,2021-08-10,E10981,
G201410,E11077,FCR,Standard User,RITM102045,2021-08-10,E10100,
G201411,E10418,FCR,Standard User,RITM100766,2021-08-11,E10317,
G201412,E11243,TMS,Standard User,RITM102359,2021-08-11,E11016,
G201413,E11077,TMS,Standard User,RITM102046,2021-08-12,E10122,
G201414,E11243,FCR,Standard User,RITM102358,2021-08-12,E10966,2025-06-05
G201415,E10550,GL01,Standard User,RITM101031,2021-08-13,E10289,
G201416,E11077,GL01,Standard User,RITM102047,2021-08-13,E10764,
G201417,E10976,TMS,Database Administrator,RITM102637,2021-08-18,E10141,
G201418,E10266,GL01,Standard User,RITM100495,2021-08-20,E10648,
G201419,E10537,LSP,Superuser,RITM102522,2021-08-26,E10669,
G201420,E10727,FCR,Standard User,RITM101377,2021-08-31,E10706,
G201421,E11231,LSP,Standard User,RITM102332,2021-08-31,E10791,
G201422,E10727,TMS,Standard User,RITM101375,2021-09-02,E10288,2025-06-18
G201423,E10727,GL01,Standard User,RITM101376,2021-09-03,E10179,
G201424,E10210,LSP,Standard User,RITM100390,2021-09-07,E10745,
G201425,E10414,GL01,Standard User,RITM100758,2021-09-09,E10968,2025-06-20
G201426,E10414,FCR,Standard User,RITM100759,2021-09-10,E10146,
G201427,E11095,TMS,Standard User,RITM102076,2021-09-20,E10581,
G201428,E10141,GL01,Power User,RITM100256,2021-09-22,E10317,
G201429,E10141,LSP,Read Only,RITM100257,2021-09-23,E10348,
G201430,E10960,TMS,Standard User,RITM101844,2021-09-24,E10122,
G201431,E11250,GL01,Standard User,RITM102375,2021-09-24,E10304,2025-09-18
G201432,E11189,LSP,Standard User,RITM102254,2021-09-27,E11111,2025-01-28
G201433,E11250,FCR,Standard User,RITM102376,2021-09-27,E10664,2025-09-18
G201434,E11151,FCR,Standard User,RITM102179,2021-09-28,E10831,
G201435,E11250,TMS,Standard User,RITM102377,2021-09-28,E10317,2025-09-15
G201436,E10119,LSP,Standard User,RITM100216,2021-10-08,E10102,2025-02-28
G201437,E10902,FCR,Read Only,RITM101727,2021-10-13,E10791,
G201438,E10902,GL01,Read Only,RITM101728,2021-10-14,E10146,
G201439,E10902,LSP,Standard User,RITM101729,2021-10-14,E11111,2025-05-12
G201440,E10399,FCR,Standard User,RITM100726,2021-10-15,E10102,
G201441,E10399,TMS,Power User,RITM100727,2021-10-15,E10542,
G201442,E11058,TMS,Power User,RITM102009,2021-10-18,E10575,
G201443,E11058,GL01,Power User,RITM102010,2021-10-18,E10380,
G201444,E10205,LSP,Standard User,RITM100379,2021-10-19,E10650,
G201445,E10205,GL01,Power User,RITM100380,2021-10-19,E10323,
G201446,E10917,TMS,Read Only,RITM101761,2021-10-22,E10304,
G201447,E10917,GL01,Standard User,RITM101759,2021-10-26,E10357,
G201448,E10917,FCR,Standard User,RITM101760,2021-10-26,E10289,
G201449,E10702,LSP,Standard User,RITM101331,2021-11-01,E11003,2025-10-07
G201450,E10131,TMS,Standard User,RITM100240,2021-11-03,E10752,2025-09-11
G201451,E10572,LSP,Power User,RITM101073,2021-11-03,E10773,2025-11-12
G201452,E10572,GL01,Read Only,RITM101072,2021-11-04,E10745,2025-11-10
G201453,E10795,LSP,Administrator,RITM102592,2021-11-12,E11086,2025-04-10
G201454,E10848,GL01,Read Only,RITM101617,2021-11-18,E10791,
G201455,E10848,TMS,Read Only,RITM101618,2021-11-18,E10146,
G201456,E10246,LSP,Read Only,RITM100459,2021-11-22,E10587,
G201457,E10689,LSP,Power User,RITM101311,2021-11-22,E10179,
G201458,E11242,GL01,Standard User,RITM102356,2021-11-23,E10644,
G201459,E11159,LSP,Standard User,RITM102195,2021-11-25,E10587,2025-12-12
G201460,E11242,LSP,Standard User,RITM102357,2021-11-26,E10683,
G201461,E11159,GL01,Read Only,RITM102194,2021-11-29,E10773,
G201462,E10737,GL01,Standard User,RITM101396,2021-11-30,E10187,
G201463,E10737,TMS,Standard User,RITM101395,2021-12-01,E11138,2025-12-05
G201464,E10620,FCR,Standard User,RITM101167,2021-12-09,E10762,
G201465,E10073,TMS,Administrator,RITM102397,2021-12-10,E10765,
G201466,E10798,GL01,Power User,RITM101519,2021-12-13,E10981,
G201467,E10798,LSP,Standard User,RITM101520,2021-12-13,E11138,2025-04-08
G201468,E10880,GL01,Standard User,RITM101680,2021-12-16,E10187,
G201469,E10880,LSP,Standard User,RITM101681,2021-12-16,E10648,
G201470,E10899,TMS,Superuser,RITM102619,2021-12-20,E10765,
G201471,E11155,GL01,Standard User,RITM102185,2021-12-22,E10044,2025-12-03
G201472,E10995,LSP,Standard User,RITM101901,2021-12-29,E10197,
G201473,E10078,FCR,Power User,RITM100129,2021-12-30,E11032,2025-04-14
G201474,E10078,TMS,Read Only,RITM100130,2021-12-31,E10106,2025-04-15
G201475,E10464,FCR,Standard User,RITM100863,2022-01-04,E10882,
G201476,E10464,TMS,Read Only,RITM100864,2022-01-05,E10966,
G201477,E10136,LSP,Read Only,RITM100249,2022-01-06,E10683,
G201478,E10478,GL01,Standard User,RITM100895,2022-01-14,E10221,2025-08-04
G201479,E10750,GL01,Standard User,RITM101420,2022-01-17,E10966,
G201480,E10750,FCR,Read Only,RITM101422,2022-01-17,E10288,
G201481,E10750,LSP,Read Only,RITM101421,2022-01-19,E10885,2025-03-12
G201482,E10353,GL01,Standard User,RITM100640,2022-01-25,E10187,
G201483,E10353,LSP,Power User,RITM100641,2022-01-26,E10317,
G201484,E10606,TMS,Power User,RITM101140,2022-01-28,E10069,
G201485,E10568,LSP,Standard User,RITM101064,2022-02-01,E10044,
G201486,E10606,GL01,Read Only,RITM101141,2022-02-01,E10981,
G201487,E10606,FCR,Read Only,RITM101139,2022-02-02,E10187,
G201488,E10297,FCR,Standard User,RITM100548,2022-02-03,E11003,
G201489,E10655,FCR,Standard User,RITM101234,2022-02-07,E10664,
G201490,E10297,TMS,Power User,RITM100547,2022-02-08,E10968,
G201491,E10655,LSP,Standard User,RITM101233,2022-02-08,E10773,
G201492,E10084,GL01,Read Only,RITM100141,2022-02-09,E11043,
G201493,E10482,TMS,Read Only,RITM100904,2022-02-15,E11111,2025-10-24
G201494,E10482,GL01,Standard User,RITM100905,2022-02-15,E10885,2025-10-23
G201495,E10482,FCR,Standard User,RITM100903,2022-02-16,E10380,2025-10-27
G201496,E11211,GL01,Read Only,RITM102291,2022-02-16,E11082,
G201497,E10513,LSP,Standard User,RITM100962,2022-02-18,E11003,2025-12-09
G201498,E10344,LSP,Standard User,RITM100625,2022-02-22,E10114,
G201499,E10349,TMS,Standard User,RITM100632,2022-02-23,E10762,2025-11-14
G201500,E10513,GL01,Read Only,RITM100961,2022-02-23,E10107,2025-12-04
G201501,E10688,TMS,Administrator,RITM102571,2022-02-23,E10141,
G201502,E10863,LSP,Power User,RITM101644,2022-02-23,E10114,
G201503,E10381,GL01,Standard User,RITM100695,2022-02-24,E10221,
G201504,E10381,LSP,Read Only,RITM100696,2022-02-25,E11003,
G201505,E10863,GL01,Standard User,RITM101645,2022-02-25,E10745,
G201506,E10328,LSP,Standard User,RITM100596,2022-03-07,E11069,
G201507,E10800,FCR,Standard User,RITM101522,2022-03-11,E11043,
G201508,E10800,LSP,Standard User,RITM101524,2022-03-11,E10587,
G201509,E10193,GL01,Standard User,RITM100357,2022-03-14,E10745,
G201510,E10571,LSP,Standard User,RITM101071,2022-03-14,E10100,
G201511,E10800,TMS,Standard User,RITM101523,2022-03-14,E10968,
G201512,E10193,FCR,Standard User,RITM100355,2022-03-17,E10106,
G201513,E10193,LSP,Power User,RITM100356,2022-03-17,E10773,
G201514,E10905,LSP,Standard User,RITM101733,2022-03-28,E10146,
G201515,E11233,LSP,Power User,RITM102337,2022-04-05,E10841,2025-04-04
G201516,E10081,LSP,Standard User,RITM100134,2022-04-08,E10764,
G201517,E11183,LSP,Standard User,RITM102242,2022-04-14,E10017,
G201518,E11113,GL01,Standard User,RITM102109,2022-04-20,E10644,
G201519,E10368,LSP,Read Only,RITM100672,2022-04-26,E10882,2025-02-05
G201520,E10368,GL01,Standard User,RITM100673,2022-04-26,E11043,2025-02-05
G201521,E10367,LSP,Read Only,RITM100669,2022-04-28,E10107,
G201522,E11153,FCR,Standard User,RITM102182,2022-04-28,E10044,2025-03-03
G201523,E11244,GL01,Power User,RITM102362,2022-04-28,E10841,
G201524,E11244,LSP,Power User,RITM102363,2022-04-28,E10968,
G201525,E11244,FCR,Power User,RITM102361,2022-04-29,E10357,2025-02-26
G201526,E10367,GL01,Read Only,RITM100670,2022-05-02,E11111,
G201527,E10367,FCR,Power User,RITM100671,2022-05-02,E10034,
G201528,E11153,TMS,Standard User,RITM102181,2022-05-02,E10831,
G201529,E11215,LSP,Read Only,RITM102298,2022-05-02,E10682,2025-05-02
G201530,E11215,GL01,Read Only,RITM102299,2022-05-02,E10107,2025-05-06
G201531,E11215,TMS,Standard User,RITM102300,2022-05-04,E10357,2025-05-01
G201532,E10264,FCR,Standard User,RITM100491,2022-05-19,E10683,
G201533,E10264,TMS,Read Only,RITM100492,2022-05-20,E10200,
G201534,E10264,GL01,Standard User,RITM100493,2022-05-20,E10122,
G201535,E10577,TMS,Superuser,RITM102534,2022-05-30,E10324,2025-02-10
G201536,E11192,LSP,Power User,RITM102261,2022-05-31,E10885,
G201537,E10437,TMS,Read Only,RITM100808,2022-06-02,E11003,
G201538,E11194,GL01,Standard User,RITM102263,2022-06-07,E11136,2025-10-15
G201539,E11194,FCR,Read Only,RITM102264,2022-06-08,E10981,2025-10-13
G201540,E10992,GL01,Read Only,RITM101896,2022-06-09,E10587,
G201541,E10175,FCR,Read Only,RITM100321,2022-06-10,E10017,
G201542,E10944,GL01,Standard User,RITM101815,2022-06-10,E10187,
G201543,E10944,LSP,Standard User,RITM101814,2022-06-14,E10348,
G201544,E11106,TMS,Standard User,RITM102097,2022-06-14,E10059,
